product,answer_option,review_score
Accucheck,very easily to get medicines which are genuine,0.4379746835443038
Accucheck,There was no information regarding expire date. But received strips with reasonable expire date.,0.4379746835443038
Accucheck,There is no discount on the product,0.4379746835443038
Accucheck,on time delivery and product is as described satisfied with overall service.,0.4379746835443038
Accucheck,DELAYED IN DELIVERY TIME,0.4379746835443038
Accucheck,INTERNAL PACKING IS DAMAGED,0.4379746835443038
Accucheck,Discount and quick response,0.4379746835443038
Accucheck,addition of delivery charges on the purchase more than Rs. 1000/,0.4379746835443038
Accucheck,Damage in your accu chek active strip,0.43544303797468353
Accucheck,It had only 7 months validity on delivery against one year normal validity Your webster is bad as it doesn indicate the expire before purchase and your executive says they canst send at least ten months validity strips as they are not aware of the same,0.43544303797468353
Accucheck,Calibration takes time.,0.43544303797468353
Accucheck,The packing and on time delivery of the product,0.43544303797468353
Accucheck,time of delivery,0.43544303797468353
Accucheck,Packing should be of 25 pics.,0.43544303797468353
Accucheck,Delivery time.. required fast delivery,0.43544303797468353
Accucheck,Well coordinate and on time service,0.43544303797468353
Accucheck,On Not Service,0.43544303797468353
Accucheck,Instant Delivery and Reasonable price!,0.43544303797468353
Accucheck,Price n delivery n quality,0.43544303797468353
Accucheck,Speed of delivery,0.43544303797468353
Accucheck,Speedy Delivery and price,0.43544303797468353
Accucheck,Expire date was 2021,0.43544303797468353
Accucheck,Has been using for long time,0.43544303797468353
Accucheck,Pack was found opened,0.43544303797468353
Accucheck,Long delivery time,0.43544303797468353
Accucheck,Delivered on time,0.43544303797468353
Accucheck,Early delivery with online payment mode,0.43544303797468353
Accucheck,at first the delivered product was wrong one which was later replaced,0.43544303797468353
Accucheck,Price and discount,0.43544303797468353
Accucheck,Not like the billing procedure,0.43544303797468353
Accucheck,Timely delivery of the product,0.43544303797468353
Accucheck,I want to return,0.43544303797468353
Accucheck,One of the packet containing 50 strips was found to be opened,0.43544303797468353
Accucheck,From response and delivery Maximum discount received,0.43544303797468353
Accucheck,its price and delivery,0.43544303797468353
Accucheck,recent expire date,0.43544303797468353
Accucheck,Delivery was in time and product found well enfin with packing,0.43544303797468353
Accucheck,Expired stripes written 2020 but expired in July only,0.43544303797468353
Accucheck,YOUR PROMPT SERVICE,0.43544303797468353
Accucheck,"Delivered on time, expecting next day deliver service",0.43544303797468353
Accucheck,On time delivery and discount,0.43544303797468353
Accucheck,Discount should have been given,0.43544303797468353
Accucheck,Price & Service,0.43544303797468353
Accucheck,Low price. And fast gome delivery i like it.,0.43544303797468353
Accucheck,i returned it as i needed Performa.,0.43544303797468353
Accucheck,It was in time delivered,0.43544303797468353
Accucheck,Show E-5 after one month of opening packet,0.43544303797468353
Accucheck,its some Chinese vendor product not the actual Accu-Chek strip,0.43544303797468353
Accucheck,As usual it is genuine,0.43544303797468353
Accucheck,I like that Accu-Check Active Strip box bc that is as per discription. But i dont like delivery bc the external box(package) got damaged much However the Active strip box is Ok.,0.43544303797468353
Accucheck,Expected a longer expire date. Your Product Listings should mention the expire date too.,0.43037974683544306
Accucheck,"The expire of the product is only of 6 onth while I am a retail user, It is not at all physiable to me.",0.43037974683544306
Accucheck,Everything right from placing order to delivery was awesome. However few strips were non-functional to our utter dismay So strip quality want totally up to the mark.,0.43037974683544306
Accucheck,I have been using it for some time and was fully aware of the product,0.43037974683544306
Accucheck,Try to mention the expire date and mfg date in the product description of certain products,0.43037974683544306
Accucheck,Very poor delivery system took more than the expected time to deliver. Need improvement. Needs better communication with customers,0.43037974683544306
Accucheck,"I have got this product from Paytm,as I find either courier or Bees courier might have hands in giving me empty box",0.42025316455696204
Accucheck,Good price with Comfortable expire date,0.4151898734177215
Accucheck,You have not given any discount on my order of insulin for which complaint has been lodged but you prefer not to reply Why to purchase from you. So many other sites are offering same discount,0.4151898734177215
Accucheck,Dimly delivered and quality ie Good...,0.4151898734177215
Accucheck,Packaging was good Delivery was on time. Overall satisfied as a customer.,0.4151898734177215
Accucheck,Mention the manufacturing date and expire of Occur check in the bill also,0.4151898734177215
Accucheck,I like past delivery,0.4151898734177215
Accucheck,Your Courier partner is misleading and not delivering Had to struggle with their customer support,0.4151898734177215
Accucheck,I like the price and time delivery,0.4151898734177215
Accucheck,Suppliers are theaters They supply outdated medicines,0.4151898734177215
Accucheck,Nice packing,0.4151898734177215
Accucheck,Box nicely timely delivered Strips result is perfect,0.4151898734177215
Accucheck,"Expire date is 12/2020,this is very less",0.4151898734177215
Accucheck,Good deal and genuine product,0.4151898734177215
Accucheck,Late delivery and I am not able to redeem my wallet money,0.4151898734177215
Accucheck,Product and price is good but delivery services should be improved,0.4151898734177215
Accucheck,Expire Date was good enough to help me in using the qty I recd.,0.4151898734177215
Accucheck,Delivery time is too late,0.4151898734177215
Accucheck,Very good service,0.4151898734177215
Accucheck,Late delivery division of orders,0.4151898734177215
Accucheck,Like Good product in good packing at reasonable price. Timely delivery Nothing to dislike here.thumbs up,0.4151898734177215
Accucheck,Device is prompt.Staff who speaks on phone is well mannered.I wish to give me good service in near future,0.4151898734177215
Accucheck,Strips expire date is long that good,0.4151898734177215
Accucheck,Packing and delivery is good Product is excellent,0.4151898734177215
Accucheck,Best service & product have no issues,0.4151898734177215
Accucheck,Quick delivery and good stuff,0.4151898734177215
Accucheck,Can not see expire before order all other is good,0.4151898734177215
Accucheck,Received 10 strips and 2 packets of lancets in place of 100 strips,0.4151898734177215
Accucheck,Behavior of delivery boy is very bad Delivery time is long where as other online stores are providing better facilities,0.4151898734177215
Accucheck,it was good service.,0.41265822784810124
Accucheck,Delivery was on time and there was reasonably good discount on the product,0.41265822784810124
Accucheck,"Timely supply,and good product",0.41265822784810124
Accucheck,Delivery is good,0.41265822784810124
Accucheck,"Everything went well From placing order , to receiving it, to the discount , to the freebies. Keep up",0.41265822784810124
Accucheck,Timely delivery good packing,0.41265822784810124
Accucheck,Great discount and on time delivery,0.41265822784810124
Accucheck,Packing is good delivered on time,0.41265822784810124
Accucheck,"Packing was horrible It was good that the strips were in a box,else the packing was all twisted and the box had almost given away",0.41265822784810124
Accucheck,Very Nice product and prompt delivery,0.41265822784810124
Accucheck,It get deliver on time and I get good discount,0.41265822784810124
Accucheck,Fast delivery with good packing,0.41265822784810124
Accucheck,Fast service was good,0.41265822784810124
Accucheck,Good discount & fast delivery,0.41265822784810124
Accucheck,Timely delivery competitive rates ease of ordering,0.41012658227848103
Accucheck,Excellent service,0.41012658227848103
Accucheck,The supply is as per requirement and satisfaction,0.41012658227848103
Accucheck,Could you please improve delivery time,0.40759493670886077
Accucheck,Time take for delivery is total unacceptable You took more than 48 hour to delivery 1 glucose measuring strip. Would have been better to go to the local pharmacy. Your online support has fixed set of answers But being unable to deliver critical medicines within the promised time just defies everything,0.40759493670886077
Accucheck,Your packing was very bad and it was torn somewhere,0.40759493670886077
Accucheck,The time/days took to deliver is really bad,0.4050632911392405
Accucheck,The product was delivered after days and too on repeated requests Had to contact the agent personally Horrible experience.,0.4050632911392405
Accucheck,Product ordered wrong and not replace first time shop and had loss of 600/_ I am not rich person I ordered from you for save some money and got loss And till now not able to purchase new strip for checking my blood sugar what is going in my bong I dont know,0.4
Accucheck,Need improvement delivery,0.389873417721519
Accucheck,I think its genuine and perfect,0.3848101265822785
Accucheck,Prompt delivery with reasonable price. Discount offer is also good Further order may be given with such discount offer. Apps downloaded.Intimation in email id regarding delivery status,0.3848101265822785
Accucheck,packing is good and date of expire is more,0.3848101265822785
Accucheck,year validity Good packing,0.3822784810126582
Accucheck,Good product with expire date of 2021,0.3822784810126582
Accucheck,Good. Delivery on time,0.3822784810126582
Accucheck,Good packing and on time delivery,0.3822784810126582
Accucheck,Fast delivery,0.379746835443038
Accucheck,Fast delivery,0.379746835443038
Accucheck,Fast delivery,0.379746835443038
Accucheck,Fast delivery,0.379746835443038
Accucheck,Fast delivery,0.379746835443038
Accucheck,On time,0.37721518987341773
Accucheck,Customer service,0.37721518987341773
Accucheck,From delivery,0.37721518987341773
Accucheck,courier service,0.37721518987341773
Accucheck,On same code-chip operating original ....fast days delivery appreciate...,0.37721518987341773
Accucheck,Packing,0.37468354430379747
Accucheck,Packaging,0.37468354430379747
Accucheck,Delivery,0.37468354430379747
Accucheck,Well packed,0.34177215189873417
Accucheck,Timely delivered,0.34177215189873417
Accucheck,Prompt Delivery,0.34177215189873417
Accucheck,"No SLA, pathetic customer support support was as late as your order was",0.29620253164556964
Accucheck,Timely delivery,0.28607594936708863
Accucheck,Timely delivery,0.28607594936708863
Accucheck,Timely delivery,0.28607594936708863
Accucheck,Timely delivery,0.28607594936708863
Accucheck,Nyc packing,0.28607594936708863
Accucheck,Timely delivery,0.28607594936708863
Accucheck,Timely delivery,0.28607594936708863
Accucheck,prompt delivery,0.28607594936708863
Accucheck,timely delivery,0.28607594936708863
Accucheck,Late delivery,0.07341772151898734
Accucheck,Late delivery,0.07341772151898734
Accucheck,Late delivery,0.07341772151898734
